Dep.Var	Stress	Category	Morph.Type	Before	After	Speaker	YOB	Sex	Education	Job	Phoneme.Dep.Var
Realized	Stressed	Lexical	Semi-Weak	Vowel	Pause	CLAF52	1952	F	Educated	Service	t--Affricate
Realized	Stressed	Lexical	Semi-Weak	Vowel	Pause	CLAM73	1973	M	Not Educated	Blue	t--Fricative
Realized	Stressed	Lexical	Semi-Weak	Vowel	Vowel	CONM89	1989	M	Educated	Service	t--Flap
Realized	Stressed	Lexical	Semi-Weak	Vowel	Pause	DAVM90	1990	M	Educated	Service	t--Glottal Stop
Realized	Stressed	Lexical	Semi-Weak	Vowel	Vowel	DELF91	1991	F	Student	Student	t--Flap
Realized	Stressed	Lexical	Semi-Weak	Vowel	Pause	DELF91	1991	F	Student	Student	t--Fricative
Realized	Stressed	Lexical	Semi-Weak	Vowel	Vowel	DONF15	1915	F	Not Educated	Service	t--Flap
Realized	Stressed	Lexical	Semi-Weak	Vowel	Vowel	DONF15	1915	F	Not Educated	Service	t--Flap
Realized	Stressed	Lexical	Semi-Weak	Vowel	Vowel	DONF15	1915	F	Not Educated	Service	t--Flap
Realized	Stressed	Lexical	Semi-Weak	Vowel	Pause	DONM41	1941	M	Not Educated	Blue	t--Affricate
Realized	Stressed	Lexical	Semi-Weak	Vowel	Vowel	DONM53	1953	M	Educated	Service	t--Flap
Realized	Stressed	Lexical	Semi-Weak	Vowel	Pause	DONM53	1953	M	Educated	Service	t--Affricate
Realized	Stressed	Lexical	Semi-Weak	Vowel	Vowel	DONM58	1958	M	Not Educated	Service	t--Glottal Stop
Realized	Stressed	Lexical	Semi-Weak	Vowel	Pause	DONM58	1958	M	Not Educated	Service	t--Fricative
Realized	Stressed	Lexical	Semi-Weak	Vowel	Vowel	DOUF46	1946	F	Educated	Service	t--Flap
Realized	Stressed	Lexical	Semi-Weak	Vowel	Pause	DOUF46	1946	F	Educated	Service	t--Affricate
Realized	Stressed	Lexical	Semi-Weak	Vowel	Vowel	ELLF29	1929	F	Not Educated	Service	t--Flap
Realized	Stressed	Lexical	Semi-Weak	Vowel	Pause	ELLF29	1929	F	Not Educated	Service	t--T
Realized	Stressed	Lexical	Semi-Weak	Vowel	Vowel	ELLF61	1961	F	Educated	White	t--Flap
Realized	Stressed	Lexical	Semi-Weak	Vowel	Pause	ELLF61	1961	F	Educated	White	t--Fricative
Realized	Stressed	Lexical	Semi-Weak	Vowel	Vowel	EVAF92	1992	F	Student	Student	t--Flap
Realized	Stressed	Lexical	Semi-Weak	Vowel	Pause	FRAM93	1993	M	Student	Student	t--Fricative
Realized	Stressed	Lexical	Semi-Weak	Vowel	Pause	FRAM93	1993	M	Student	Student	t--Glottal Stop
Realized	Stressed	Lexical	Semi-Weak	Vowel	Pause	GARF16	1916	F	Not Educated	Service	t--Affricate
Realized	Stressed	Lexical	Semi-Weak	Vowel	Vowel	GARF37	1937	F	Not Educated	Service	t--Flap
Realized	Stressed	Lexical	Semi-Weak	Vowel	Vowel	GARM42	1942	M	Not Educated	Blue	t--Flap
Realized	Stressed	Lexical	Semi-Weak	Vowel	Pause	GARM42	1942	M	Not Educated	Blue	t--Fricative
Realized	Stressed	Lexical	Semi-Weak	Vowel	Vowel	GAVF93	1993	F	Student	Student	t--Flap
Realized	Stressed	Lexical	Semi-Weak	Vowel	Pause	GAVF93	1993	F	Student	Student	t--Ejective
Realized	Stressed	Lexical	Semi-Weak	Vowel	Vowel	GAVM90	1990	M	Not Educated	Blue	t--Glottal Stop
Realized	Stressed	Lexical	Semi-Weak	Vowel	Pause	GAVM90	1990	M	Not Educated	Blue	t--Fricative
Realized	Stressed	Lexical	Semi-Weak	Vowel	Vowel	GOUM91	1991	M	Student	Student	t--Flap
Realized	Stressed	Lexical	Semi-Weak	Vowel	Pause	GOUM91	1991	M	Student	Student	t--Fricative
Realized	Stressed	Lexical	Semi-Weak	Vowel	Vowel	GREF22	1922	F	Not Educated	Service	t--Flap
Realized	Stressed	Lexical	Semi-Weak	Vowel	Vowel	GREM45	1945	M	Not Educated	Blue	t--T
Realized	Stressed	Lexical	Semi-Weak	Vowel	Pause	GREM45	1945	M	Not Educated	Blue	t--Fricative
Realized	Stressed	Lexical	Semi-Weak	Vowel	Pause	HANF83	1983	F	Educated	Service	t--Fricative
Realized	Stressed	Lexical	Semi-Weak	Vowel	Pause	HANF83	1983	F	Educated	Service	t--Fricative
Realized	Stressed	Lexical	Semi-Weak	Vowel	Vowel	HAWM90	1990	M	Not Educated	Blue	t--Flap
Realized	Stressed	Lexical	Semi-Weak	Vowel	Pause	HAWM90	1990	M	Not Educated	Blue	t--Fricative
Realized	Stressed	Lexical	Semi-Weak	Vowel	Vowel	HOLF49	1949	F	Educated	Service	t--Flap
Realized	Stressed	Lexical	Semi-Weak	Vowel	Pause	HOLF49	1949	F	Educated	Service	t--Affricate
Realized	Stressed	Lexical	Semi-Weak	Vowel	Vowel	HOLM52	1952	M	Not Educated	Blue	t--Flap
Realized	Stressed	Lexical	Semi-Weak	Vowel	Pause	HOLM52	1952	M	Not Educated	Blue	t--T
Realized	Stressed	Lexical	Semi-Weak	Vowel	Pause	HUNF22	1922	F	Educated	Service	t--T
Realized	Stressed	Lexical	Semi-Weak	Vowel	Vowel	INGM84	1984	M	Educated	Service	t--Flap
Realized	Stressed	Lexical	Semi-Weak	Vowel	Pause	INGM84	1984	M	Educated	Service	t--Affricate
Realized	Stressed	Lexical	Semi-Weak	Vowel	Vowel	INGM87	1987	M	Educated	Service	t--Flap
Realized	Stressed	Lexical	Semi-Weak	Vowel	Pause	INGM87	1987	M	Educated	Service	t--Glottal Stop
Realized	Stressed	Lexical	Semi-Weak	Vowel	Vowel	JOCF91	1991	F	Student	Student	t--Flap
Realized	Stressed	Lexical	Semi-Weak	Vowel	Pause	JOCF91	1991	F	Student	Student	t--Glottal Stop
Realized	Stressed	Lexical	Semi-Weak	Vowel	Vowel	JOYF91	1991	F	Student	Student	t--Flap
Realized	Stressed	Lexical	Semi-Weak	Vowel	Pause	JOYF91	1991	F	Student	Student	t--Affricate
Realized	Stressed	Lexical	Semi-Weak	Vowel	Vowel	KAYF29	1929	F	Not Educated	Service	t--Flap
Realized	Stressed	Lexical	Semi-Weak	Vowel	Pause	KAYF29	1929	F	Not Educated	Service	t--T
Deletion	Stressed	Lexical	Semi-Weak	Vowel	Vowel	KAYM29	1929	M	Not Educated	Blue	t--Deletion
Realized	Stressed	Lexical	Semi-Weak	Vowel	Pause	KAYM29	1929	M	Not Educated	Blue	t--Fricative
Deletion	Stressed	Lexical	Semi-Weak	Vowel	Pause	KAYM29	1929	M	Not Educated	Blue	t--Deletion
Realized	Stressed	Lexical	Semi-Weak	Vowel	Vowel	LATF53	1953	F	Educated	Service	t--Flap
Realized	Stressed	Lexical	Semi-Weak	Vowel	Pause	LATF53	1953	F	Educated	Service	t--Affricate
Realized	Stressed	Lexical	Semi-Weak	S	Pause	LELM91	1991	M	Student	Student	t--T
Realized	Stressed	Lexical	Semi-Weak	Vowel	Vowel	LEOF66	1966	F	Educated	White	t--Flap
Realized	Stressed	Lexical	Semi-Weak	Vowel	Pause	LEOF66	1966	F	Educated	White	t--Glottal Stop
Realized	Stressed	Lexical	Semi-Weak	Vowel	Vowel	MARM92	1992	M	Student	Student	t--Flap
Realized	Stressed	Lexical	Semi-Weak	Vowel	Vowel	MOFM55	1955	M	Educated	White	t--Flap
Realized	Stressed	Lexical	Semi-Weak	Vowel	Pause	MOFM55	1955	M	Educated	White	t--Affricate
Realized	Stressed	Lexical	Semi-Weak	Vowel	Vowel	MORF91	1991	F	Student	Student	t--Flap
Realized	Stressed	Lexical	Semi-Weak	Vowel	Pause	MORF91	1991	F	Student	Student	t--Glottal Stop
Realized	Stressed	Lexical	Semi-Weak	Vowel	Vowel	NATF84	1984	F	Educated	Service	t--Flap
Realized	Stressed	Lexical	Semi-Weak	Vowel	Pause	NATF84	1984	F	Educated	Service	t--Fricative
Realized	Stressed	Lexical	Semi-Weak	Vowel	Vowel	NEIF49	1949	F	Educated	Service	t--Flap
Realized	Stressed	Lexical	Semi-Weak	Vowel	Pause	NEIF49	1949	F	Educated	Service	t--T
Realized	Stressed	Lexical	Semi-Weak	Vowel	Pause	PACM94	1994	M	Student	Student	t--Glottal Stop
Realized	Stressed	Lexical	Semi-Weak	Vowel	Vowel	PEIF57	1957	F	Educated	White	t--Fricative
Realized	Stressed	Lexical	Semi-Weak	Vowel	Pause	PEIF57	1957	F	Educated	White	t--Fricative
Realized	Stressed	Lexical	Semi-Weak	Vowel	Vowel	PHAM91	1991	M	Student	Student	t--Flap
Realized	Stressed	Lexical	Semi-Weak	Vowel	Pause	PHAM91	1991	M	Student	Student	t--Glottal Stop
Realized	Stressed	Lexical	Semi-Weak	Vowel	Vowel	ROBM64	1964	M	Educated	Service	t--Flap
Realized	Stressed	Lexical	Semi-Weak	Vowel	Pause	ROBM64	1964	M	Educated	Service	t--Affricate
Realized	Stressed	Lexical	Semi-Weak	Vowel	Vowel	ROLF91	1991	F	Student	Student	t--Glottal Stop
Realized	Stressed	Lexical	Semi-Weak	Vowel	Pause	ROLF91	1991	F	Student	Student	t--Glottal Stop
Deletion	Stressed	Lexical	Semi-Weak	Vowel	Vowel	RUDF73	1973	F	Educated	Service	t--Deletion
Realized	Stressed	Lexical	Semi-Weak	Vowel	Vowel	SAMF61	1961	F	Educated	White	t--Flap
Realized	Stressed	Lexical	Semi-Weak	Vowel	Pause	SAMF61	1961	F	Educated	White	t--Fricative
Realized	Stressed	Lexical	Semi-Weak	Vowel	Vowel	SILM90	1990	M	Not Educated	Service	t--Flap
Deletion	Stressed	Lexical	Semi-Weak	Vowel	Pause	SILM90	1990	M	Not Educated	Service	t--Deletion
Realized	Stressed	Lexical	Semi-Weak	Vowel	Vowel	SMIF58	1958	F	Not Educated	Service	t--Flap
Realized	Stressed	Lexical	Semi-Weak	Vowel	Pause	SMIF58	1958	F	Not Educated	Service	t--Affricate
Deletion	Stressed	Lexical	Semi-Weak	Vowel	Vowel	SMIM61	1961	M	Not Educated	Blue	t--Deletion
Realized	Stressed	Lexical	Semi-Weak	Vowel	Vowel	SMIM61	1961	M	Not Educated	Blue	t--Flap
Realized	Stressed	Lexical	Semi-Weak	Vowel	Pause	SMIM61	1961	M	Not Educated	Blue	t--Fricative
Deletion	Stressed	Lexical	Semi-Weak	Vowel	Pause	SMIM61	1961	M	Not Educated	Blue	t--Deletion
Deletion	Stressed	Lexical	Semi-Weak	Vowel	Pause	STAM21	1921	M	Not Educated	Blue	t--Deletion
Realized	Stressed	Lexical	Semi-Weak	Vowel	Vowel	STEF99	1999	F	Student	Student	t--Glottal Stop
Realized	Stressed	Lexical	Semi-Weak	Vowel	Pause	STEF99	1999	F	Student	Student	t--Ejective
Realized	Stressed	Lexical	Semi-Weak	Vowel	Vowel	STEM42	1942	M	Not Educated	Service	t--Ejective
Realized	Stressed	Lexical	Semi-Weak	Vowel	Pause	STEM42	1942	M	Not Educated	Service	t--T
Realized	Stressed	Lexical	Semi-Weak	Vowel	Pause	STEM65	1965	M	Not Educated	Service	t--T
Realized	Stressed	Lexical	Semi-Weak	Vowel	Vowel	TAMF91	1991	F	Student	Student	t--Flap
Realized	Stressed	Lexical	Semi-Weak	Vowel	Pause	TAMF91	1991	F	Student	Student	t--Glottal Stop
Realized	Stressed	Lexical	Semi-Weak	Vowel	Vowel	VICF91	1991	F	Student	Student	t--Flap
Realized	Stressed	Lexical	Semi-Weak	Vowel	Pause	VICF91	1991	F	Student	Student	t--Fricative
Realized	Stressed	Lexical	Semi-Weak	Vowel	Vowel	VIKF91	1991	F	Student	Student	t--Flap
Realized	Stressed	Lexical	Semi-Weak	Vowel	Pause	VIKF91	1991	F	Student	Student	t--Glottal Stop
Realized	Stressed	Lexical	Mono	Vowel	H	BOUF65	1965	F	Educated	White	t--Other Weakening
Realized	Stressed	Lexical	Mono	Vowel	H	CHIF55	1955	F	Educated	White	t--Fricative
Realized	Stressed	Lexical	Mono	Vowel	H	CLAF52	1952	F	Educated	Service	t--T
Realized	Stressed	Lexical	Mono	Vowel	Vowel	DONF15	1915	F	Not Educated	Service	t--Flap
Deletion	Stressed	Lexical	Mono	Vowel	H	DONM53	1953	M	Educated	Service	t--Deletion
Realized	Stressed	Lexical	Mono	Vowel	H	DONM58	1958	M	Not Educated	Service	t--Fricative
Realized	Stressed	Lexical	Mono	Vowel	H	DOUF46	1946	F	Educated	Service	t--Fricative
Realized	Stressed	Lexical	Mono	Vowel	H	ELLF29	1929	F	Not Educated	Service	t--Fricative
Realized	Stressed	Lexical	Mono	Vowel	Vowel	GARF16	1916	F	Not Educated	Service	t--Flap
Realized	Stressed	Lexical	Mono	Vowel	H	HOLF49	1949	F	Educated	Service	t--Fricative
Deletion	Stressed	Lexical	Mono	Vowel	H	HOLM52	1952	M	Not Educated	Blue	t--Deletion
Realized	Stressed	Lexical	Mono	Vowel	H	INGM84	1984	M	Educated	Service	t--Fricative
Realized	Stressed	Lexical	Mono	Vowel	H	INGM87	1987	M	Educated	Service	t--T
Realized	Stressed	Lexical	Mono	Vowel	H	KAYF29	1929	F	Not Educated	Service	t--Fricative
Deletion	Stressed	Lexical	Mono	Vowel	H	KAYM29	1929	M	Not Educated	Blue	t--Deletion
Realized	Stressed	Lexical	Mono	Vowel	H	LATF53	1953	F	Educated	Service	t--Fricative
Realized	Stressed	Lexical	Mono	Vowel	H	LEOF66	1966	F	Educated	White	t--Glottal Stop
Deletion	Stressed	Lexical	Mono	Vowel	H	NATF84	1984	F	Educated	Service	t--Deletion
Deletion	Stressed	Lexical	Mono	Vowel	H	NEIF49	1949	F	Educated	Service	t--Deletion
Realized	Stressed	Lexical	Mono	Vowel	H	PEIF57	1957	F	Educated	White	t--Fricative
Realized	Stressed	Lexical	Mono	Vowel	H	ROBM64	1964	M	Educated	Service	t--Fricative
Realized	Stressed	Lexical	Mono	Vowel	H	RUDF73	1973	F	Educated	Service	t--Fricative
Deletion	Stressed	Lexical	Mono	Vowel	H	SAMF61	1961	F	Educated	White	t--Deletion
Realized	Stressed	Lexical	Mono	Vowel	H	SMIF58	1958	F	Not Educated	Service	t--T
Deletion	Stressed	Lexical	Mono	Vowel	H	SMIM61	1961	M	Not Educated	Blue	t--Deletion
Realized	Stressed	Lexical	Mono	Vowel	H	STEF99	1999	F	Student	Student	t--Glottal Stop
Realized	Stressed	Lexical	Mono	Vowel	H	STEM42	1942	M	Not Educated	Service	t--Fricative
Realized	Stressed	Lexical	Past	S	Pause	GARF87	1987	F	Educated	White	t--Affricate
Realized	Stressed	Lexical	Past	S	Pause	HUNF22	1922	F	Educated	Service	t--T
Realized	Unstressed	Lexical	Mono	Vowel	Pause	DONF15	1915	F	Not Educated	Service	d--Affricate
Realized	Stressed	Lexical	Past	Nasal	Pause	GARF87	1987	F	Educated	White	d--Affricate
Realized	Stressed	Lexical	Past	Nasal	Pause	HUNF22	1922	F	Educated	Service	d--T
Realized	Stressed	Lexical	Past	Other Fricative	Pause	GARF87	1987	F	Educated	White	d--T
Realized	Stressed	Lexical	Past	Other Fricative	Pause	GARF87	1987	F	Educated	White	d--Affricate
Realized	Stressed	Lexical	Past	Other Fricative	Pause	HUNF22	1922	F	Educated	Service	d--T
Realized	Stressed	Lexical	Mono	Vowel	Pause	GARF87	1987	F	Educated	White	t--Affricate
Realized	Stressed	Lexical	Mono	Vowel	Pause	HUNF22	1922	F	Educated	Service	t--Fricative
Realized	Stressed	Lexical	Mono	Vowel	Pause	GARF87	1987	F	Educated	White	t--Affricate
Realized	Stressed	Lexical	Mono	Vowel	Pause	GREM45	1945	M	Not Educated	Blue	t--Fricative
Realized	Stressed	Lexical	Mono	Vowel	Pause	HUNF22	1922	F	Educated	Service	t--T
Realized	Stressed	Lexical	Mono	Vowel	Consonant	MOFM55	1955	M	Educated	White	t--Glottal Stop
Realized	Stressed	Lexical	Mono	Vowel	Vowel	HOLF49	1949	F	Educated	Service	d--Flap
Realized	Stressed	Lexical	Mono	Vowel	Vowel	INGM84	1984	M	Educated	Service	d--Flap
Realized	Stressed	Lexical	Mono	Vowel	Pause	HOLF49	1949	F	Educated	Service	t--T
Realized	Unstressed	Lexical	Past	Liquid	Vowel	GARF37	1937	F	Not Educated	Service	d--Flap
Realized	Unstressed	Lexical	Past	Liquid	Vowel	MARM92	1992	M	Student	Student	d--Fricative
Realized	Unstressed	Lexical	Past	Liquid	Vowel	PHAM91	1991	M	Student	Student	d--Flap
Realized	Unstressed	Lexical	Past	Liquid	Vowel	ROLF91	1991	F	Student	Student	d--T
Realized	Unstressed	Lexical	Past	Liquid	H	GARF37	1937	F	Not Educated	Service	d--Fricative
Realized	Unstressed	Lexical	Past	Liquid	H	MARM92	1992	M	Student	Student	d--Fricative
Realized	Unstressed	Lexical	Past	Liquid	H	PHAM91	1991	M	Student	Student	d--T
Deletion	Unstressed	Lexical	Past	Liquid	H	ROLF91	1991	F	Student	Student	d--Deletion
Realized	Stressed	Lexical	Mono	S	Vowel	INGM84	1984	M	Educated	Service	t--Flap
Deletion	Stressed	Lexical	Mono	S	Vowel	INGM84	1984	M	Educated	Service	t--Deletion
Realized	Stressed	Lexical	Semi-Weak	Vowel	Vowel	GARF87	1987	F	Educated	White	d--Flap
Realized	Stressed	Lexical	Mono	Vowel	Pause	BOUF65	1965	F	Educated	White	t--Affricate
Realized	Stressed	Lexical	Mono	Vowel	Pause	CHIF55	1955	F	Educated	White	t--Affricate
Realized	Stressed	Lexical	Mono	Vowel	Pause	CLAF52	1952	F	Educated	Service	t--Affricate
Realized	Stressed	Lexical	Mono	Vowel	Pause	CLAM73	1973	M	Not Educated	Blue	t--Fricative
Realized	Stressed	Lexical	Mono	Vowel	Vowel	DONF15	1915	F	Not Educated	Service	t--Flap
Deletion	Stressed	Function	Mono	Vowel	Pause	DONF15	1915	F	Not Educated	Service	t--Deletion
Realized	Stressed	Lexical	Mono	Vowel	Pause	DONF15	1915	F	Not Educated	Service	t--Fricative
Realized	Stressed	Lexical	Mono	Vowel	Pause	DONM41	1941	M	Not Educated	Blue	t--Fricative
Realized	Stressed	Lexical	Mono	Vowel	Pause	DONM53	1953	M	Educated	Service	t--Affricate
Realized	Stressed	Lexical	Mono	Vowel	Pause	DONM58	1958	M	Not Educated	Service	t--T
Realized	Stressed	Lexical	Mono	Vowel	Pause	DOUF46	1946	F	Educated	Service	t--Fricative
Realized	Stressed	Lexical	Mono	Vowel	Pause	ELLF29	1929	F	Not Educated	Service	t--Glottal Stop
Realized	Stressed	Lexical	Mono	Vowel	Pause	GARF16	1916	F	Not Educated	Service	t--T
Realized	Stressed	Function	Mono	Vowel	Pause	GARF16	1916	F	Not Educated	Service	t--Glottal Stop
Realized	Stressed	Function	Mono	Vowel	Pause	GARF16	1916	F	Not Educated	Service	t--Glottal Stop
Realized	Stressed	Function	Mono	Vowel	Pause	GARF87	1987	F	Educated	White	t--Fricative
Realized	Stressed	Function	Mono	Vowel	Pause	GARF87	1987	F	Educated	White	t--Glottal Stop
Deletion	Stressed	Function	Mono	Vowel	Pause	GARF87	1987	F	Educated	White	t--Deletion
Deletion	Stressed	Function	Mono	Vowel	Pause	GARF87	1987	F	Educated	White	t--Deletion
Deletion	Stressed	Function	Mono	Vowel	Pause	GARF87	1987	F	Educated	White	t--Deletion
Realized	Stressed	Lexical	Mono	Vowel	Pause	GARM42	1942	M	Not Educated	Blue	t--Affricate
Realized	Stressed	Lexical	Mono	Vowel	Pause	GREM45	1945	M	Not Educated	Blue	t--T
Realized	Stressed	Lexical	Mono	Vowel	Pause	HANF83	1983	F	Educated	Service	t--Glottal Stop
Realized	Stressed	Lexical	Mono	Vowel	Pause	HANF83	1983	F	Educated	Service	t--Fricative
Deletion	Stressed	Lexical	Mono	Vowel	Pause	HANM57	1957	M	Not Educated	Blue	t--Deletion
Realized	Stressed	Lexical	Mono	Vowel	Pause	HOLF49	1949	F	Educated	Service	t--Affricate
Realized	Stressed	Lexical	Mono	Vowel	Pause	HOLM52	1952	M	Not Educated	Blue	t--Fricative
Realized	Stressed	Lexical	Mono	Vowel	Pause	INGM84	1984	M	Educated	Service	t--Affricate
Realized	Stressed	Lexical	Mono	Vowel	Vowel	INGM84	1984	M	Educated	Service	t--Glottal Stop
Realized	Stressed	Function	Mono	Vowel	Pause	INGM84	1984	M	Educated	Service	t--Fricative
Realized	Stressed	Lexical	Mono	Vowel	Vowel	INGM84	1984	M	Educated	Service	t--Flap
Realized	Stressed	Lexical	Mono	Vowel	Pause	INGM87	1987	M	Educated	Service	t--Affricate
Realized	Stressed	Lexical	Mono	Vowel	Pause	KAYF29	1929	F	Not Educated	Service	t--T
Realized	Stressed	Lexical	Mono	Vowel	Pause	KAYM29	1929	M	Not Educated	Blue	t--Fricative
Realized	Stressed	Lexical	Mono	Vowel	Pause	LATF53	1953	F	Educated	Service	t--Affricate
Realized	Stressed	Lexical	Mono	Vowel	Pause	LEOF66	1966	F	Educated	White	t--T
Deletion	Stressed	Lexical	Mono	Vowel	Pause	MOFM55	1955	M	Educated	White	t--Deletion
Deletion	Stressed	Lexical	Mono	Vowel	Pause	NATF84	1984	F	Educated	Service	t--Deletion
Realized	Stressed	Lexical	Mono	Vowel	Pause	NEIF49	1949	F	Educated	Service	t--T
Realized	Stressed	Function	Mono	Vowel	Pause	NEIF49	1949	F	Educated	Service	t--Fricative
Realized	Stressed	Lexical	Mono	Vowel	Pause	PEIF57	1957	F	Educated	White	t--Fricative
Realized	Stressed	Lexical	Mono	Vowel	Pause	ROBM64	1964	M	Educated	Service	t--Affricate
Realized	Stressed	Lexical	Mono	Vowel	Pause	RUDF73	1973	F	Educated	Service	t--Fricative
Realized	Stressed	Lexical	Mono	Vowel	Pause	SAMF61	1961	F	Educated	White	t--T
Realized	Stressed	Lexical	Mono	Vowel	Pause	SMIF58	1958	F	Not Educated	Service	t--T
Deletion	Stressed	Lexical	Mono	Vowel	Pause	SMIM61	1961	M	Not Educated	Blue	t--Deletion
Deletion	Stressed	Lexical	Mono	Vowel	Pause	STAM21	1921	M	Not Educated	Blue	t--Deletion
Realized	Stressed	Lexical	Mono	Vowel	Pause	STEF99	1999	F	Student	Student	t--T
Realized	Stressed	Lexical	Mono	Vowel	Pause	STEM42	1942	M	Not Educated	Service	t--Ejective
Realized	Stressed	Lexical	Mono	Vowel	Pause	STEM65	1965	M	Not Educated	Service	t--T
Realized	Stressed	Lexical	Past	Stop	Vowel	GARF87	1987	F	Educated	White	t--T
Realized	Stressed	Lexical	Mono	Vowel	Pause	GARF87	1987	F	Educated	White	t--Affricate
Realized	Stressed	Lexical	Mono	Vowel	Pause	HUNF22	1922	F	Educated	Service	t--Affricate
Realized	Stressed	Lexical	Mono	Nasal	Pause	ELLF61	1961	F	Educated	White	d--T
Realized	Stressed	Lexical	Mono	Nasal	Pause	EVAF92	1992	F	Student	Student	d--D
Realized	Stressed	Lexical	Mono	Nasal	Pause	GARF37	1937	F	Not Educated	Service	d--T
Deletion	Stressed	Lexical	Mono	Nasal	Pause	GREF22	1922	F	Not Educated	Service	d--Deletion
Realized	Stressed	Lexical	Mono	Nasal	Pause	HUNF22	1922	F	Educated	Service	d--Affricate
Realized	Stressed	Lexical	Mono	Vowel	Pause	MARM92	1992	M	Student	Student	d--D
Realized	Stressed	Lexical	Mono	Vowel	Pause	ELLF61	1961	F	Educated	White	t--Affricate
Realized	Stressed	Lexical	Mono	Vowel	Pause	GARF37	1937	F	Not Educated	Service	t--Affricate
Realized	Stressed	Lexical	Mono	Vowel	Pause	GARF87	1987	F	Educated	White	t--Affricate
Realized	Stressed	Lexical	Mono	Vowel	Pause	HUNF22	1922	F	Educated	Service	t--Affricate
Realized	Stressed	Lexical	Mono	Vowel	Pause	HUNF22	1922	F	Educated	Service	t--Affricate
Realized	Stressed	Lexical	Mono	Vowel	Pause	PACM94	1994	M	Student	Student	t--Glottal Stop
Realized	Stressed	Lexical	Past	Vowel	Vowel	GARF87	1987	F	Educated	White	d--T
Realized	Stressed	Lexical	Semi-Weak	Vowel	Pause	GARF87	1987	F	Educated	White	d--Glottal Stop
Deletion	Stressed	Lexical	Semi-Weak	Vowel	Pause	GARM85	1985	M	Educated	White	d--Deletion
Realized	Stressed	Lexical	Semi-Weak	Vowel	H	INGM84	1984	M	Educated	Service	d--Flap
Realized	Stressed	Lexical	Semi-Weak	Vowel	Pause	INGM84	1984	M	Educated	Service	d--D
Deletion	Stressed	Lexical	Semi-Weak	Vowel	Pause	INGM84	1984	M	Educated	Service	d--Deletion
Realized	Stressed	Lexical	Semi-Weak	Vowel	Pause	ARSM91	1991	M	Educated	White	t--Fricative
Deletion	Stressed	Lexical	Semi-Weak	Vowel	Pause	BEAM91	1991	M	Student	Student	t--Deletion
Realized	Stressed	Lexical	Semi-Weak	Vowel	Pause	BEAM91	1991	M	Student	Student	t--Affricate
Realized	Stressed	Lexical	Semi-Weak	Vowel	Pause	BOUF65	1965	F	Educated	White	t--Affricate
Realized	Stressed	Lexical	Semi-Weak	Vowel	Pause	CARM91	1991	M	Student	Student	t--Affricate
Realized	Stressed	Lexical	Semi-Weak	Vowel	Pause	CHIF55	1955	F	Educated	White	t--Fricative
Realized	Stressed	Lexical	Semi-Weak	Vowel	Pause	CLAF52	1952	F	Educated	Service	t--T
Realized	Stressed	Lexical	Semi-Weak	Vowel	Pause	CLAM73	1973	M	Not Educated	Blue	t--Glottal Stop
Deletion	Stressed	Lexical	Semi-Weak	Vowel	Pause	DAVM90	1990	M	Educated	Service	t--Deletion
Realized	Stressed	Lexical	Semi-Weak	Vowel	Pause	DELF91	1991	F	Student	Student	t--Affricate
Realized	Stressed	Lexical	Semi-Weak	Vowel	H	DONF15	1915	F	Not Educated	Service	t--T
Realized	Stressed	Lexical	Semi-Weak	Vowel	H	DONF15	1915	F	Not Educated	Service	t--Flap
Realized	Stressed	Lexical	Semi-Weak	Vowel	Pause	DONM41	1941	M	Not Educated	Blue	t--T
Realized	Stressed	Lexical	Semi-Weak	Vowel	Pause	DONM53	1953	M	Educated	Service	t--Affricate
Realized	Stressed	Lexical	Semi-Weak	Vowel	Pause	DONM58	1958	M	Not Educated	Service	t--T
Realized	Stressed	Lexical	Semi-Weak	Vowel	Pause	DOUF46	1946	F	Educated	Service	t--Fricative
Realized	Stressed	Lexical	Semi-Weak	Vowel	Pause	ELLF29	1929	F	Not Educated	Service	t--Affricate
Realized	Stressed	Lexical	Semi-Weak	Vowel	Pause	ELLF61	1961	F	Educated	White	t--T
Realized	Stressed	Lexical	Semi-Weak	Vowel	Pause	FRAM93	1993	M	Student	Student	t--T
Realized	Stressed	Lexical	Semi-Weak	Vowel	Pause	GARF16	1916	F	Not Educated	Service	t--T
Realized	Stressed	Lexical	Semi-Weak	Vowel	Pause	GARM42	1942	M	Not Educated	Blue	t--Affricate
Realized	Stressed	Lexical	Semi-Weak	Vowel	Pause	GAVF93	1993	F	Student	Student	t--T
Realized	Stressed	Lexical	Semi-Weak	Vowel	Pause	GOUM91	1991	M	Student	Student	t--Fricative
Realized	Stressed	Lexical	Semi-Weak	Vowel	Pause	GREM45	1945	M	Not Educated	Blue	t--Fricative
Deletion	Stressed	Lexical	Semi-Weak	Vowel	Pause	HANF83	1983	F	Educated	Service	t--Deletion
Realized	Stressed	Lexical	Semi-Weak	Vowel	Pause	HANF83	1983	F	Educated	Service	t--Fricative
Deletion	Stressed	Lexical	Semi-Weak	Vowel	Pause	HANM57	1957	M	Not Educated	Blue	t--Deletion
Deletion	Stressed	Lexical	Semi-Weak	Vowel	Pause	HAWM90	1990	M	Not Educated	Blue	t--Deletion
Realized	Stressed	Lexical	Semi-Weak	Vowel	Pause	HOLM52	1952	M	Not Educated	Blue	t--Fricative
